"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,4.62,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,4.406667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,3.783333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,3.553333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,3.17,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,2.996667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,2.88,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.646667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.586667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,2.633333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.69,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,2.646667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,2.74,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,2.453333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2.183333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.236667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.296667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.083333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.806667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.76,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.783333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.74,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.706667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.73,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.83,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.03,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.97,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.963333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.953333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.503333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.023333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.8966666,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.77,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.1233333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,0.09666666,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.03666667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,0.01666667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,0.03666667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,0.01333333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,0.04666667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,0.1033333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,1.003333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,2.38,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,3.06,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,3.473333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,3.936667,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,4.193333,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units",,,4.313334,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1956-Q1","Q1-1956","PC","Percentage","0","Units",,,2.853333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1956-Q2","Q2-1956","PC","Percentage","0","Units",,,3.5,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1956-Q3","Q3-1956","PC","Percentage","0","Units",,,4.063334,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1956-Q4","Q4-1956","PC","Percentage","0","Units",,,4.52,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1957-Q1","Q1-1957","PC","Percentage","0","Units",,,5.206666,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1957-Q2","Q2-1957","PC","Percentage","0","Units",,,5.32,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1957-Q3","Q3-1957","PC","Percentage","0","Units",,,5.32,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1957-Q4","Q4-1957","PC","Percentage","0","Units",,,5.176667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1958-Q1","Q1-1958","PC","Percentage","0","Units",,,4.123333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1958-Q2","Q2-1958","PC","Percentage","0","Units",,,2.91,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1958-Q3","Q3-1958","PC","Percentage","0","Units",,,2.603333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1958-Q4","Q4-1958","PC","Percentage","0","Units",,,2.996667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1959-Q1","Q1-1959","PC","Percentage","0","Units",,,3.9,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1959-Q2","Q2-1959","PC","Percentage","0","Units",,,5.036667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1959-Q3","Q3-1959","PC","Percentage","0","Units",,,6.103333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1959-Q4","Q4-1959","PC","Percentage","0","Units",,,5.69,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1960-Q1","Q1-1960","PC","Percentage","0","Units",,,4.916667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1960-Q2","Q2-1960","PC","Percentage","0","Units",,,3.98,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1960-Q3","Q3-1960","PC","Percentage","0","Units",,,3.106667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1960-Q4","Q4-1960","PC","Percentage","0","Units",,,3.983333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1961-Q1","Q1-1961","PC","Percentage","0","Units",,,3.696667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1961-Q2","Q2-1961","PC","Percentage","0","Units",,,3.53,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1961-Q3","Q3-1961","PC","Percentage","0","Units",,,3.136667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1961-Q4","Q4-1961","PC","Percentage","0","Units",,,3.106667,"B","Break"
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1962-Q1","Q1-1962","PC","Percentage","0","Units",,,3.402167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1962-Q2","Q2-1962","PC","Percentage","0","Units",,,3.697,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1962-Q3","Q3-1962","PC","Percentage","0","Units",,,5.6135,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1962-Q4","Q4-1962","PC","Percentage","0","Units",,,4.552166,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1963-Q1","Q1-1963","PC","Percentage","0","Units",,,4.1885,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1963-Q2","Q2-1963","PC","Percentage","0","Units",,,3.672333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1963-Q3","Q3-1963","PC","Percentage","0","Units",,,4.0345,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1963-Q4","Q4-1963","PC","Percentage","0","Units",,,4.1475,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1964-Q1","Q1-1964","PC","Percentage","0","Units",,,4.144,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1964-Q2","Q2-1964","PC","Percentage","0","Units",,,4.062667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1964-Q3","Q3-1964","PC","Percentage","0","Units",,,4.1875,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1964-Q4","Q4-1964","PC","Percentage","0","Units",,,4.443333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1965-Q1","Q1-1965","PC","Percentage","0","Units",,,4.392167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1965-Q2","Q2-1965","PC","Percentage","0","Units",,,4.660333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1965-Q3","Q3-1965","PC","Percentage","0","Units",,,5.098667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1965-Q4","Q4-1965","PC","Percentage","0","Units",,,5.65,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1966-Q1","Q1-1966","PC","Percentage","0","Units",,,6.039166,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1966-Q2","Q2-1966","PC","Percentage","0","Units",,,6.1455,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1966-Q3","Q3-1966","PC","Percentage","0","Units",,,6.3555,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1966-Q4","Q4-1966","PC","Percentage","0","Units",,,6.485,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1967-Q1","Q1-1967","PC","Percentage","0","Units",,,6.0145,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1967-Q2","Q2-1967","PC","Percentage","0","Units",,,5.1595,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1967-Q3","Q3-1967","PC","Percentage","0","Units",,,5.680833,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1967-Q4","Q4-1967","PC","Percentage","0","Units",,,6.533834,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1968-Q1","Q1-1968","PC","Percentage","0","Units",,,6.8385,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1968-Q2","Q2-1968","PC","Percentage","0","Units",,,7.311666,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1968-Q3","Q3-1968","PC","Percentage","0","Units",,,6.685167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1968-Q4","Q4-1968","PC","Percentage","0","Units",,,6.4385,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1969-Q1","Q1-1969","PC","Percentage","0","Units",,,6.8985,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1969-Q2","Q2-1969","PC","Percentage","0","Units",,,7.264667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1969-Q3","Q3-1969","PC","Percentage","0","Units",,,8.289,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1969-Q4","Q4-1969","PC","Percentage","0","Units",,,8.7275,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1970-Q1","Q1-1970","PC","Percentage","0","Units",,,8.625834,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1970-Q2","Q2-1970","PC","Percentage","0","Units",,,7.640167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1970-Q3","Q3-1970","PC","Percentage","0","Units",,,7.3705,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1970-Q4","Q4-1970","PC","Percentage","0","Units",,,6.179,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1971-Q1","Q1-1971","PC","Percentage","0","Units",,,5.113167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1971-Q2","Q2-1971","PC","Percentage","0","Units",,,3.8525,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1971-Q3","Q3-1971","PC","Percentage","0","Units",,,4.592834,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1971-Q4","Q4-1971","PC","Percentage","0","Units",,,4.718667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1972-Q1","Q1-1972","PC","Percentage","0","Units",,,4.605333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1972-Q2","Q2-1972","PC","Percentage","0","Units",,,5.761833,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1972-Q3","Q3-1972","PC","Percentage","0","Units",,,4.947,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1972-Q4","Q4-1972","PC","Percentage","0","Units",,,5.078,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1973-Q1","Q1-1973","PC","Percentage","0","Units",,,5.052,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1973-Q2","Q2-1973","PC","Percentage","0","Units",,,6.339167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1973-Q3","Q3-1973","PC","Percentage","0","Units",,,8.2725,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1973-Q4","Q4-1973","PC","Percentage","0","Units",,,9.541667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1974-Q1","Q1-1974","PC","Percentage","0","Units",,,9.040167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1974-Q2","Q2-1974","PC","Percentage","0","Units",,,11.1915,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1974-Q3","Q3-1974","PC","Percentage","0","Units",,,11.66433,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1974-Q4","Q4-1974","PC","Percentage","0","Units",,,10.3215,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1975-Q1","Q1-1975","PC","Percentage","0","Units",,,7.380333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1975-Q2","Q2-1975","PC","Percentage","0","Units",,,7.2955,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1975-Q3","Q3-1975","PC","Percentage","0","Units",,,8.259666,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1975-Q4","Q4-1975","PC","Percentage","0","Units",,,9.1595,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1976-Q1","Q1-1976","PC","Percentage","0","Units",,,9.251166,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1976-Q2","Q2-1976","PC","Percentage","0","Units",,,9.518333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1976-Q3","Q3-1976","PC","Percentage","0","Units",,,9.383333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1976-Q4","Q4-1976","PC","Percentage","0","Units",,,8.953333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1977-Q1","Q1-1977","PC","Percentage","0","Units",,,7.910833,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1977-Q2","Q2-1977","PC","Percentage","0","Units",,,7.354,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1977-Q3","Q3-1977","PC","Percentage","0","Units",,,7.336667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1977-Q4","Q4-1977","PC","Percentage","0","Units",,,7.370167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1978-Q1","Q1-1978","PC","Percentage","0","Units",,,7.335,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1978-Q2","Q2-1978","PC","Percentage","0","Units",,,8.295667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1978-Q3","Q3-1978","PC","Percentage","0","Units",,,8.8865,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1978-Q4","Q4-1978","PC","Percentage","0","Units",,,10.33783,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1979-Q1","Q1-1979","PC","Percentage","0","Units",,,11.02833,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1979-Q2","Q2-1979","PC","Percentage","0","Units",,,11.23867,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1979-Q3","Q3-1979","PC","Percentage","0","Units",,,11.68417,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1979-Q4","Q4-1979","PC","Percentage","0","Units",,,13.89417,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,14.22417,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,13.58083,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,10.785,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,13.92583,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,17.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,18.48167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,20.7375,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,17.13333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","Units",,,15.36333,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","Units",,,16.05167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","Units",,,14.87833,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","Units",,,11.2075,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,9.669167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,9.3125,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,9.371667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,9.51,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,10.00583,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,11.30167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,12.48917,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,11.09167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,10.515,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,9.8,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,9.145,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,8.924167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,10.97,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,8.941667,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,8.444167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,8.395833,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,7.5125,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,8.110833,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,9.045834,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,8.969167,,
"IR3TIB","Short-term interest rates, Per cent per annum","CAN","Canada","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,8.6175,,
